X,Y,objectid,pws_id,pws_type,county,owner,federal_id,state_id,source_name,well_yield_gpm,well_depth,reg_name,system_name,system_address,system_city,system_state,system_zip,system_connections,system_population,owner_address,owner_city,owner_state,owner_zip,wsw_class,intake_location,source_availability,source_type,pws_type_description
626792.213197428,214802.444100352,4926,NC0392383   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30712,BR3,BRIARWOOD #3,20,505,RALEIGH REGIONAL OFFICE,BRIARWOOD/KILDAIRE,-,RALEIGH,NC,27606,163,408,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
627023.038797433,215303.905000351,4927,NC0392383   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30713,BR4,BRIARWOOD #4,30,360,RALEIGH REGIONAL OFFICE,BRIARWOOD/KILDAIRE,-,RALEIGH,NC,27606,163,408,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
627684.289297434,215251.071600351,4928,NC0392383   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30714,KI1,KILDAIRE #1,33,498,RALEIGH REGIONAL OFFICE,BRIARWOOD/KILDAIRE,-,RALEIGH,NC,27606,163,408,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
627619.428397428,215596.083800353,4929,NC0392383   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30715,KI2,KILDAIRE #2,47,500,RALEIGH REGIONAL OFFICE,BRIARWOOD/KILDAIRE,-,RALEIGH,NC,27606,163,408,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
639124.800697435,203988.775900349,4930,NC0392385   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30718,OH1,WELL #1,60,340,RALEIGH REGIONAL OFFICE,OAK HOLLOW ESTATES,-,WILLOW SPRINGS,NC,27526,49,125,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
652724.00029743,237850.218100348,4931,NC0392386   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30719,RR1,WELL #1,4,314,RALEIGH REGIONAL OFFICE,ROLLING RIDGE S/D,-,NEW HOPE,NC,27604,24,61,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
652723.323597434,237578.052000349,4932,NC0392386   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30720,RR2,WELL #2,19,760,RALEIGH REGIONAL OFFICE,ROLLING RIDGE S/D,-,NEW HOPE,NC,27604,24,61,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
637050.219897429,208000.238900349,4933,NC0392387   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30721,WR1,WELL #1,70,,RALEIGH REGIONAL OFFICE,WEEKEND RETREAT/SOUTHERN OAK,-,WILLOW SPRINGS,NC,27592,217,551,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
637751.53909743,207694.76850035,4934,NC0392387   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30722,S02,WELL #2,63,185,RALEIGH REGIONAL OFFICE,WEEKEND RETREAT/SOUTHERN OAK,-,WILLOW SPRINGS,NC,27592,217,551,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
637470.795997429,207148.06610035,4935,NC0392387   ,Community,WAKE,AQUA NORTH CAROLINA INC.,70500,DW2,WELL #2  DAYTON WOODS,18,805,RALEIGH REGIONAL OFFICE,WEEKEND RETREAT/SOUTHERN OAK,-,WILLOW SPRINGS,NC,27592,217,551,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
637474.522097435,207085.729100348,4936,NC0392387   ,Community,WAKE,AQUA NORTH CAROLINA INC.,70501,DW1,WELL #1 DAYTON WOODS,43,805,RALEIGH REGIONAL OFFICE,WEEKEND RETREAT/SOUTHERN OAK,-,WILLOW SPRINGS,NC,27592,217,551,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
637510.457297433,207036.583000351,4937,NC0392387   ,Community,WAKE,AQUA NORTH CAROLINA INC.,76771,DW3,WELL #3 DAYTON WOODS,54,725,RALEIGH REGIONAL OFFICE,WEEKEND RETREAT/SOUTHERN OAK,-,WILLOW SPRINGS,NC,27592,217,551,202 MACKENAN COURT,CARY,NC,27511,,,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
635887.345497431,211411.42340035,4938,NC0392388   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30723,WA1,WELL #1,46,400,RALEIGH REGIONAL OFFICE,WOODS OF ASHBURY S\D,-,APEX,NC,27502,56,144,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
635649.843097428,211287.143000348,4939,NC0392388   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30724,WA2,WELL #2,46,400,RALEIGH REGIONAL OFFICE,WOODS OF ASHBURY S\D,-,APEX,NC,27502,56,144,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
653616.828897436,240634.008300349,4940,NC0392389   ,Community,WAKE,CLARKE UTILITIES INC,30726,DR2,WELL #2,70,251,RALEIGH REGIONAL OFFICE,DEERCHASE S/D,-,WAKE FOREST,NC,27587,298,757,233 HWY 70 E--SUITE 115,GARNER,NC,27529, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
653642.187897433,240469.147100352,4941,NC0392389   ,Community,WAKE,CLARKE UTILITIES INC,30727,DR3,WELL #3,54,434,RALEIGH REGIONAL OFFICE,DEERCHASE S/D,-,WAKE FOREST,NC,27587,298,757,233 HWY 70 E--SUITE 115,GARNER,NC,27529, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
653669.571297432,240553.494400352,4942,NC0392389   ,Community,WAKE,CLARKE UTILITIES INC,30728,DR4,WELL #4,60,345,RALEIGH REGIONAL OFFICE,DEERCHASE S/D,-,WAKE FOREST,NC,27587,298,757,233 HWY 70 E--SUITE 115,GARNER,NC,27529, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
653559.80039743,240484.608600352,4943,NC0392389   ,Community,WAKE,CLARKE UTILITIES INC,30729,DR5,WELL #5,43,325,RALEIGH REGIONAL OFFICE,DEERCHASE S/D,-,WAKE FOREST,NC,27587,298,757,233 HWY 70 E--SUITE 115,GARNER,NC,27529, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
662523.608697433,226386.815100351,4944,NC0392394   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30737,EF1,WELL #1,110,188,RALEIGH REGIONAL OFFICE,EAGLEWOOD FARMS S/D,-,WENDELL,NC,27519,40,102,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
626351.042497432,206211.88070035,4945,NC0392395   ,Community,WAKE,OLD NORTH STATE WATER CO LLC,30739,W02,WELL #2,5,410,RALEIGH REGIONAL OFFICE,TWIN LAKE FARM S/D,-,HOLLY SPRINGS,NC,27540,82,208,"3212 6th AVENUE SOUTH, SUITE 200",BIRMINGHAM,AL,35222, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
626538.493097426,206016.866500352,4946,NC0392395   ,Community,WAKE,OLD NORTH STATE WATER CO LLC,70465,W03,WELL #3,72,720,RALEIGH REGIONAL OFFICE,TWIN LAKE FARM S/D,-,HOLLY SPRINGS,NC,27540,82,208,"3212 6th AVENUE SOUTH, SUITE 200",BIRMINGHAM,AL,35222, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
631833.103697428,213493.288600352,4947,NC0392397   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30741,LE1,WELL #1,92,400,RALEIGH REGIONAL OFFICE,LANGSTON ESTATES S/D,WEST LAKE,APEX,NC,27502,69,174,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
631993.851797434,213284.450900353,4948,NC0392397   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30742,LE2,WELL #2,15,400,RALEIGH REGIONAL OFFICE,LANGSTON ESTATES S/D,WEST LAKE,APEX,NC,27502,69,174,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
642845.266297432,208707.187500352,4949,NC0392398   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30743,T51,WELL #1/TURNER FARMS,55,170,RALEIGH REGIONAL OFFICE,TURNER FARMS V MASTER SYSTEM,TEN TEN RD,GARNER,NC,27603,204,518,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
642645.515697429,209456.525200348,4950,NC0392398   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30744,T53,WELL #3/TURNER FARMS,25,248,RALEIGH REGIONAL OFFICE,TURNER FARMS V MASTER SYSTEM,TEN TEN RD,GARNER,NC,27603,204,518,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
642714.208597432,208977.28950035,4951,NC0392398   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30745,T54,WELL #4/TURNER FARMS,90,1,RALEIGH REGIONAL OFFICE,TURNER FARMS V MASTER SYSTEM,TEN TEN RD,GARNER,NC,27603,204,518,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
643319.748697432,209294.724400347,4952,NC0392398   ,Community,WAKE,AQUA NORTH CAROLINA INC.,65480,BE1,WELL #5/TURNER FARMS,58,365,RALEIGH REGIONAL OFFICE,TURNER FARMS V MASTER SYSTEM,TEN TEN RD,GARNER,NC,27603,204,518,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
626985.914697432,217183.20510035,4953,NC0392399   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30746,W01,WELL #1,23,,RALEIGH REGIONAL OFFICE,MYRTLEWOOD/SUMMERCREST I & II,-,APEX,NC,27607,40,102,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
626905.909797432,217096.847800354,4954,NC0392399   ,Community,WAKE,AQUA NORTH CAROLINA INC.,30747,W02,WELL #2,10,,RALEIGH REGIONAL OFFICE,MYRTLEWOOD/SUMMERCREST I & II,-,APEX,NC,27607,40,102,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
664959.121397433,221527.934900353,4955,NC0392400   ,Community,WAKE,CAROLINA WATER SERVICE INC OF NC,30748,W03,WELL #3,35,145,RALEIGH REGIONAL OFFICE,STEWARTS RIDGE S/D,7328 HUNT VALLEY TRAIL,WENDELL,NC,27591,49,125,PO BOX 240908,CHARLOTTE,NC,28224, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
614260.842897432,219870.94830035,4956,NC0392448   ,Non-Community Transient,WAKE,OLIVE CHAPEL BAPTIST CHURCH,30801,W01,WELL #1,60,,RALEIGH REGIONAL OFFICE,OLIVE CHAPEL BAPTIST CHURCH,600 NEW HILL-OLIVE CHAPEL RD,APEX,NC,27502,1,200,600 NEW HILL-OLIVE CHAPEL RD,APEX,NC,27502, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
631540.046297433,217397.64180035,4957,NC0392461   ,Non-Community Transient,WAKE,SWIFT CREEK BAPTIST CHURCH_392461,30815,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,SWIFT CREEK BAPTIST CHURCH,9300 PENNY RD,RALEIGH,NC,27607,1,300,9300 PENNY RD,RALEIGH,NC,27606, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
634694.056797432,213321.872100351,4958,NC0392463   ,Non-Community Transient,WAKE,CATAWBA SPRINGS CHRISTIAN CH_392463,30817,W01,WELL #1,8,270,RALEIGH REGIONAL OFFICE,CATAWBA SPRINGS CHRISTIAN CH,6801 TEN TEN RD,APEX,NC,27502,2,250,6801 TEN TEN RD,APEX,NC,27359, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
632556.219897429,208773.880200349,4959,NC0392464   ,Non-Community Transient,WAKE,NEW PROVIDENCE BAPTIST CH,65994,W02,WELL #2,15,260,RALEIGH REGIONAL OFFICE,NEW PROVIDENCE BAPTIST CH,4813 HILLTOP NEEDMORE RD,FUQUAY-VARINA,NC,27526,1,75,4813 HILLTOP NEEDMORE RD,FUQUAY-VARINA,NC,27526, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
659746.81279743,221189.546200348,4960,NC0392526   ,Non-Community Transient,WAKE,GOOD HOPE BAPTIST CHURCH_0392526,30886,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,GOOD HOPE BAPTIST CHURCH,4209 SOUTH SMITHFIELD RD,KNIGHTDALE,NC,27545,1,200,PO BOX 441,KNIGHTDALE,NC,27545, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
653327.38539743,222512.965300351,4961,NC0392535   ,Non-Community Transient,WAKE,"LEE, ROBERT",30895,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,PAULS CASH GROCERY,7301 POOLE RD,RALEIGH,NC,27610,1,150,7301 POOLE RD,RALEIGH,NC,27610, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
652293.803897428,225840.042700354,4962,NC0392555   ,Non-Community Transient,WAKE,GREEN PINES BAPTIST CH INC_392555,30917,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,GREEN PINES BAPTIST CHURCH,1498 HODGE RD,KNIGHTDALE,NC,27545,2,150,1498 HODGE RD,KNIGHTDALE,NC,27545, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
632767.632897431,206094.323000349,4963,NC0392586   ,Non-Community Transient,WAKE,EVANGEL PENT HOLINESS CH_392586,30951,W01,WELL #1,60,,RALEIGH REGIONAL OFFICE,EVANGEL PENT HOLINESS CH,201 MEADOW DR,FUQUAY VARINA,NC,27526,1,45,201 MEADOW DR,FUQUAY VARINA,NC,27526, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
634562.39249743,200313.304300351,4964,NC0392587   ,Non-Community Transient,WAKE,FELLOWSHIP BAPTIST CHURCH_392587,30952,W01,WELL #1,60,56,RALEIGH REGIONAL OFFICE,FELLOWSHIP BAPTIST CHURCH,1701 BUD LIPSCOMB RD,WILLOW SPRING,NC,27592,2,250,1701 BUD LIPSCOMB RD,WILLOW SPRING,NC,27592, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
642054.719597431,208739.356700351,4965,NC0392592   ,Non-Community Transient,WAKE,JUNIPER LEVEL BAPTIST CHURCH,30958,S02,WELL #2,40,250,RALEIGH REGIONAL OFFICE,JUNIPER LEVEL BAPTIST CHURCH,9104 SAULS RD,RALEIGH,NC,27603,1,175,9104 SAULS RD,RALEIGH,NC,27603, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
638734.047197433,200181.177500345,4966,NC0392596   ,Non-Community Transient,WAKE,JC ADAMS INC,69366,W02,WELL #2,80,380,RALEIGH REGIONAL OFFICE,GROCERY BOY JR  NO 30,8604 MT PLEASANT CH RD,WILLOW SPRINGS,NC,27512,1,150,8625 MOUNT PLEASANT CHURCH RD,WILLOW SPRING,NC,27592, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
639876.284897434,202624.276100349,4967,NC0392597   ,Non-Community Transient,WAKE,MT PLEASANT PRESBYTERIAN CH_392597,30963,W01,WELL #1,4,54,RALEIGH REGIONAL OFFICE,MT PLEASANT PRESBYTERIAN CH,8001 MT PLEASANT CHURCH RD,WILLOW SPRINGS,NC,27592,2,40,8000 MT PLEASANT CHURCH RD,WILLOW SPRINGS,NC,27592, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
669008.795097429,234040.762800353,4968,NC0392616   ,Non-Community Transient,WAKE,UNION CHAPEL BAPT CH_0392616,30985,W02,WELL#2,40,170,RALEIGH REGIONAL OFFICE,UNION CHAPEL BAPT CH,2437 NC HWY 96,ZEBULON,NC,27597,1,55,2437 ZEBULON RD,ZEBULON,NC,27597, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
662723.666797434,233800.167600349,4969,NC0392628   ,Non-Community Transient,WAKE,RILEY HILL BAPTIST CHURCH_392473,30997,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,RILEY HILL BAPTIST CHURCH - OLD,3708 EDGEMONT RD,WENDELL,NC,27591,1,100,6025 RILEY HILL RD,WENDELL,NC,27591, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
672705.65159743,236974.840400349,4970,NC0392644   ,Non-Community Transient,WAKE,FAIRWAY ENTERPRISES_392644,65501,W03,WELL #3,12,220,RALEIGH REGIONAL OFFICE,ZEBULON COUNTRY CLUB,2424 PEARCES RD,ZEBULON,NC,27597,1,150,PO BOX 216,ZEBULON,NC,27597, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
659755.635797429,232920.881900353,4971,NC0392646   ,Non-Community Transient,WAKE,"ROBERTSON, SARA",70455,W02,WELL# 2,2,603,RALEIGH REGIONAL OFFICE,BJ`S COMMUNITY GROCERY STORE,3317 ROLESVILLE RD,WENDELL,NC,27591,1,75,P O BOX 850,KNIGHTDALE,NC,27545, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
665198.278797428,223963.584400348,4972,NC0392648   ,Non-Community Transient,WAKE,WENDELL COUNTRY CLUB INC,65533,W02,WELL #2,30,303,RALEIGH REGIONAL OFFICE,WENDELL COUNTRY CLUB INC,180 JAKE MAY DR,WENDELL,NC,27591,2,100,180 JAKE MAY DR,WENDELL,NC,27591, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
634287.492997431,208446.199200353,4973,NC0392755   ,Non-Community Transient,WAKE,PLEASANT GROVE BAPTIST CHURCH_0392755,31149,W02,WELL #2,20,325,RALEIGH REGIONAL OFFICE,PLEASANT GROVE BAPTIST CHURCH,10005 LAKE WHEELER RD,FUQUAY VARINA,NC,27526,2,350,10005 LAKE WHEELER RD,FUQUAY-VARINA,NC,27526, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
637544.891397433,216440.121300356,4974,NC0392756   ,Non-Community Transient,WAKE,"AHMED, FAHAD",73790,W02,WELL #2,10,,RALEIGH REGIONAL OFFICE,LAKESIDE MART,5902 LAKE WHEELER ROAD,RALEIGH,NC,27603,1,50,3913 DEVAN OAKS WAY,RALEIGH,NC,27606, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
639231.298897433,216374.188700352,4975,NC0392759   ,Non-Community Transient,WAKE,FAITH BIBLE FELLOWSHIP CH,31153,W01,WELL #1,40,100,RALEIGH REGIONAL OFFICE,FAITH BIBLE FELLOWSHIP,5800 FAYETTEVILLE RD,RALEIGH,NC,27606,1,75,1905 GARNER GLEN DR,RALEIGH,NC,27603, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
637837.738597434,251312.11550035,4976,NC0392767   ,Non-Community Transient,WAKE,NC DENR--DIV OF PARKS AND REC,31163,W01,WELL #1,99,300,RALEIGH REGIONAL OFFICE,HWY 50 BOAT LAUNCH & REC AREA,-,WAKE FOREST,NC,27587,5,25,13304 CREEDMOOR RD,WAKE FOREST,NC,27587, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
635331.547797427,209587.158900352,4977,NC0392769   ,"Non-Transient, Non-Community",WAKE,"MONK, BARBARA",73064,W03,WELL #3,40,190,RALEIGH REGIONAL OFFICE,MONKS COMMERCIAL PARK,,,NC,,3,50,9301 SMART DR,RALEIGH,NC,27603, , ,Permanent,Groundwater,"Serves at least 25 of the same persons 6+ months per year. ex. schools, daycares, industries."
635046.323997434,208544.833100349,4978,NC0392774   ,Non-Community Transient,WAKE,THE POINT CHURCH,31170,S01,WELL #1,70,,RALEIGH REGIONAL OFFICE,POINT CHURCH - FUQUAY,5309 UMSTEAD RD,FUQUAY VARINA,NC,27526,2,300,1503 WALNUT STREET,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
636831.523297431,214289.410700349,4979,NC0392785   ,Non-Community Transient,WAKE,"CUMMINGS, BARBARA",31181,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,LAKE WHEELER GROC & HARDWARE,7330 & 7300 LAKE WHEELER RD,RALEIGH,NC,27603,2,50,7925 LAKE WHEELER RD,RALEIGH,NC,27603, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
636131.890997428,253096.501500348,4980,NC0392788   ,Non-Community Transient,WAKE,NC DENR--DIV OF PARKS AND REC,31184,W01,WELL #1 SB9,37,394,RALEIGH REGIONAL OFFICE,SANDLING BEACH REC AREA,13304 CREEDMOOR RD,WAKE FOREST,NC,27587,8,25,13304 CREEDMOOR RD,WAKE FOREST,NC,27587, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
636386.02589743,253313.51230035,4981,NC0392788   ,Non-Community Transient,WAKE,NC DENR--DIV OF PARKS AND REC,31185,W02,WELL #2 SB3,12,304,RALEIGH REGIONAL OFFICE,SANDLING BEACH REC AREA,13304 CREEDMOOR RD,WAKE FOREST,NC,27587,8,25,13304 CREEDMOOR RD,WAKE FOREST,NC,27587, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
636109.59499743,253351.634700347,4982,NC0392788   ,Non-Community Transient,WAKE,NC DENR--DIV OF PARKS AND REC,31186,W03,WELL #3 SB2,15,250,RALEIGH REGIONAL OFFICE,SANDLING BEACH REC AREA,13304 CREEDMOOR RD,WAKE FOREST,NC,27587,8,25,13304 CREEDMOOR RD,WAKE FOREST,NC,27587, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
638263.895497428,219750.175100349,4983,NC0392789   ,Non-Community Transient,WAKE,THE POINT CHURCH,31187,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,THE POINT CHURCH,3700 LAKE WHEELER RD,RALEIGH,NC,27603,2,250,1503 WALNUT STREET,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
645320.871597433,212998.817900347,4984,NC0392806   ,Non-Community Transient,WAKE,NEW BETHEL BAPT CHURCH-WAKE,31207,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,NEW BETHEL BAPTIST CHURCH,2110 BENSON ROAD,GARNER,NC,27529,2,55,2110 BENSON RD,GARNER,NC,27529, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
636938.830297429,248300.560900351,4985,NC0392807   ,Non-Community Transient,WAKE,WAKE MINSTER BAPTIST CHURCH_392807,31208,W01,WELL 1,6,150,RALEIGH REGIONAL OFFICE,WAKEMINSTER BAPTIST CHURCH,13221 OLD CREEDMOOR RD,RALEIGH,NC,27613,2,150,13221 OLD CREEDMOOR RD,RALEIGH,NC,27613, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
636521.89119743,235560.916100351,4986,NC0392809   ,Non-Community Transient,WAKE,BAPTIST GROVE CH,31210,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,BAPTIST GROVE CHURCH,7109 LEESVILLE RD,RALEIGH,NC,27613,1,50,7109 LEESVILLE RD,RALEIGH,NC,27613, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
639936.994097431,244981.384800348,4987,NC0392813   ,Non-Community Transient,WAKE,PLEASANT UNION CHURCH OF CHRIST,31215,S02,WELL#2,10,380,RALEIGH REGIONAL OFFICE,PLEASANT UNION CH OF CHRIST,2321 PLEASANT UNION CHURCH RD,RALEIGH,NC,27614,1,65,2321 PLEASANT UNION CHURCH RD,RALEIGH,NC,27614, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
636336.95319743,244181.593100352,4988,NC0392824   ,Non-Community Transient,WAKE,BLACK HORSE RUN HOA_392824,31227,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,BLACK HORSE RUN,11701 BLACK HORSE RUN,RALEIGH,NC,27613,1,25,11701 BLACKHORSE RUN,RALEIGH,NC,27613, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
636229.381297434,244254.168500349,4989,NC0392824   ,Non-Community Transient,WAKE,BLACK HORSE RUN HOA_392824,31228,W02,WELL #2,40,275,RALEIGH REGIONAL OFFICE,BLACK HORSE RUN,11701 BLACK HORSE RUN,RALEIGH,NC,27613,1,25,11701 BLACKHORSE RUN,RALEIGH,NC,27613, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
